-5.047297363281250000e+02, -4.563934936523437500e+02, -4.060630493164062500e+02, -3.889245300292968750e+02, -3.939717712402343750e+02, -3.890829162597656250e+02, -3.703985595703125000e+02, -3.431475219726562500e+02, -3.419661865234375000e+02
1.126221160888671875e+02, 1.343183593750000000e+02, 1.636468048095703125e+02, 1.698495483398437500e+02, 1.547870178222656250e+02, 1.487994689941406250e+02, 1.449768981933593750e+02, 1.565248413085937500e+02, 1.593464965820312500e+02
2.129217720031738281e+01, 3.746196746826171875e+01, 3.512659835815429688e+01, 2.686374664306640625e+01, 1.977395248413085938e+01, 1.573930168151855469e+01, 4.931477546691894531e+00, 2.408232450485229492e+00, 2.148930358886718750e+01
5.952475547790527344e+00, 1.220812416076660156e+01, 1.812404632568359375e+01, 1.314925479888916016e+01, 1.606274986267089844e+01, 1.346747016906738281e+01, 1.316211891174316406e+01, 4.395770072937011719e+00, -1.715839862823486328e+00
-3.695086479187011719e+00, -2.419423580169677734e+00, -9.998327255249023438e+00, -2.047638130187988281e+01, -2.129494285583496094e+01, -1.474014854431152344e+01, -1.016577816009521484e+01, -1.551825714111328125e+01, -5.204298019409179688e+00
2.016389846801757812e+01, 2.246134757995605469e+01, 1.842140197753906250e+01, 1.664923095703125000e+01, 1.470051193237304688e+01, 1.680223274230957031e+01, 2.025934219360351562e+01, 1.928582191467285156e+01, 1.296593093872070312e+01
-1.340820503234863281e+01, -2.570608901977539062e+01, -3.135694885253906250e+01, -3.224684906005859375e+01, -3.238583374023437500e+01, -3.995740127563476562e+01, -4.078994750976562500e+01, -4.063796234130859375e+01, -2.396562004089355469e+01
2.746311187744140625e+01, 1.824159812927246094e+01, -3.420682907104492188e+00, -1.009474849700927734e+01, -5.773913383483886719e+00, -2.137351036071777344e+00, -4.416716098785400391e-02, 2.334245443344116211e+00, -6.032072305679321289e-01
1.081750869750976562e+00, -4.034232616424560547e+00, -8.681382179260253906e+00, -4.052465438842773438e+00, -3.286188602447509766e+00, -4.115859031677246094e+00, -6.878549575805664062e+00, -9.882721900939941406e+00, -3.551501750946044922e+00
2.304323959350585938e+01, 1.851534080505371094e+01, 1.632816314697265625e+01, 2.232989692687988281e+01, 2.660689163208007812e+01, 2.596482086181640625e+01, 2.348114585876464844e+01, 2.047138023376464844e+01, 1.543903732299804688e+01
9.767415523529052734e-01, -2.162072658538818359e+00, 1.251882672309875488e+00, 2.363792657852172852e+00, 7.213122844696044922e+00, 1.046422386169433594e+01, 9.600297927856445312e+00, 7.940158367156982422e+00, 8.848558425903320312e+00
1.516766929626464844e+01, 1.453379631042480469e+01, 1.600215339660644531e+01, 1.597852134704589844e+01, 1.712693786621093750e+01, 1.969354248046875000e+01, 1.867671394348144531e+01, 1.473871421813964844e+01, 2.562997817993164062e+00
-9.942459106445312500e+00, -1.572644615173339844e+01, -2.576636886596679688e+01, -3.045890045166015625e+01, -2.948658370971679688e+01, -2.307514190673828125e+01, -2.069791412353515625e+01, -2.147480392456054688e+01, -1.375211048126220703e+01
