-4.542775573730468750e+02, -3.881657409667968750e+02, -3.751633911132812500e+02, -3.930486755371093750e+02, -4.033545227050781250e+02, -3.929136962890625000e+02, -3.647160034179687500e+02, -3.486250305175781250e+02, -3.255164184570312500e+02, -2.823655700683593750e+02
1.565607757568359375e+02, 1.544349822998046875e+02, 1.489448547363281250e+02, 1.602386627197265625e+02, 1.988437194824218750e+02, 1.970015869140625000e+02, 1.869404602050781250e+02, 1.782718505859375000e+02, 1.649190673828125000e+02, 1.347351379394531250e+02
-1.636898231506347656e+01, -2.401975250244140625e+01, -2.129362869262695312e+01, 4.307950019836425781e+00, 4.303369903564453125e+01, 3.825773620605468750e+01, 2.127946090698242188e+01, 7.417383193969726562e+00, 5.554244041442871094e+00, 2.359607315063476562e+01
1.460829067230224609e+01, 2.061493492126464844e+01, 2.318142509460449219e+01, 2.938861274719238281e+01, 2.075406837463378906e+01, 1.953472900390625000e+01, 2.096475219726562500e+01, 2.538373756408691406e+01, 1.845201492309570312e+01, 1.673581695556640625e+01
-9.926315307617187500e+00, -1.755416488647460938e+01, -2.178946685791015625e+01, -1.270919990539550781e+01, -1.207879066467285156e+01, -1.930951690673828125e+01, -1.915598678588867188e+01, -1.620907783508300781e+01, -1.152809715270996094e+01, 3.572275161743164062e+00
6.244793891906738281e+00, 1.322729492187500000e+01, 1.379990196228027344e+01, 1.351626968383789062e+01, 3.883365869522094727e+00, -1.924375891685485840e-01, 5.486939430236816406e+00, 7.041136741638183594e+00, 4.520667076110839844e+00, 3.449368953704833984e+00
-3.310435295104980469e+00, -8.781759262084960938e+00, -1.003496742248535156e+01, -1.385142898559570312e+01, -2.717028808593750000e+01, -2.975649070739746094e+01, -2.317864608764648438e+01, -2.002593994140625000e+01, -1.076900577545166016e+01, -4.956567883491516113e-01
4.422186851501464844e+00, 6.619931697845458984e+00, 1.137540054321289062e+01, 1.028515243530273438e+01, 3.680119037628173828e+00, 2.360240697860717773e+00, 3.215685129165649414e+00, 9.424341917037963867e-01, 3.638749599456787109e+00, 3.762033462524414062e+00
2.775007486343383789e+00, -2.594850540161132812e+00, -1.626516461372375488e+00, -6.309532165527343750e+00, -2.051243972778320312e+01, -2.002545356750488281e+01, -1.575779628753662109e+01, -1.797679710388183594e+01, -1.419347953796386719e+01, -3.153538942337036133e+00
-5.127840995788574219e+00, -7.257359623908996582e-01, 3.019325733184814453e+00, 3.260284423828125000e+00, 2.558513641357421875e+00, 2.339350700378417969e+00, -2.629139661788940430e+00, -2.259009838104248047e+00, -6.894755363464355469e+00, -4.740618705749511719e+00
2.678079009056091309e-01, -2.365160465240478516e+00, -4.543982982635498047e+00, -8.593874931335449219e+00, -4.108910083770751953e+00, -5.840659618377685547e+00, -4.603682994842529297e+00, -6.005851745605468750e+00, -7.663079261779785156e+00, -6.837899208068847656e+00
-3.428949832916259766e+00, -9.151214361190795898e-01, -2.792838573455810547e+00, -8.321108818054199219e+00, -7.209317684173583984e+00, -5.233103752136230469e+00, -1.669779777526855469e+00, -4.856965065002441406e+00, -5.618093490600585938e+00, -7.892419815063476562e+00
4.601993560791015625e+00, -5.260406136512756348e-01, -3.168230295181274414e+00, -5.758697032928466797e+00, -7.794641494750976562e+00, -6.290811538696289062e+00, -5.133214473724365234e+00, -3.931555032730102539e+00, -7.864510536193847656e+00, -1.264240741729736328e+01
